uuid,answer_UUID,question,chapter,topic,concept,answer,hint,keywords,conceptual_difficulty,comprehension_difficulty,calculation_difficulty,overall_difficulty
9e2ae1bb-eeb9-49b9-958f-2a4a08241799,91b3898e-3e38-4240-b362-919a76d7725b,"If $x + y = 7$ and $xy = 10$, find the value of $x^2 + y^2$.",Algebra,Algebraic Identities,Algebraic Identities-1,"{""question"": ""If $x + y = 7$ and $xy = 10$, find the value of $x^2 + y^2$."", ""steps"": [{""explanation"": ""To solve for $x^2 + y^2$, we can use an identity that relates $x^2 + y^2$ to $(x+y)$ and $xy$. This approach simplifies the problem."", ""mathematical_explanation"": ""$x^2 + y^2 = (x + y)^2 - 2xy$""}, {""explanation"": ""Substitute the given values into the equation: since $x + y = 7$ and $xy = 10$, replace these in our identity formula."", ""mathematical_explanation"": ""$x^2 + y^2 = (7)^2 - 2(10) = 49 - 20 = 29$""}], ""final_answer"": ""29"", ""answers"": [{""answers"": ""29"", ""isCorrect"": true}, {""answers"": ""35"", ""isCorrect"": false}, {""answers"": ""25"", ""isCorrect"": false}, {""answers"": ""40"", ""isCorrect"": false}], ""hint"": ""Use the identity $x^2 + y^2 = (x + y)^2 - 2xy$ and substitute the known values of $x + y$ and $xy$."", ""keywords"": [""identity"", ""substitution"", ""simplification""]}",,,60,10,5,33.75
0a8e00bb-23cf-4b81-a90d-4b3e5f6d1469,75f4bc58-ccba-4bdd-a696-ce505099e9ae,"If $a+b=7$ and $ab=10$, find the value of $a^3+b^3$.",Algebra,Algebraic Identities,Algebraic Identities-1,"{""question"": ""If $a+b=7$ and $ab=10$, find the value of $a^3+b^3$."", ""steps"": [{""explanation"": ""To solve for $a^3 + b^3$, we can use an algebraic identity that relates this expression to $a+b$ and $ab$. This is useful because we already know these two values."", ""mathematical_explanation"": ""$a^3 + b^3 = (a+b)(a^2 - ab + b^2)$""}, {""explanation"": ""We know from the problem statement that $a+b=7$ and $ab=10$. We need to express $a^2 - ab + b^2$ in terms of $a+b$ and $ab$."", ""mathematical_explanation"": ""$a^2 - ab + b^2 = (a+b)^2 - 3ab$""}, {""explanation"": ""Substitute the known values into the expressions derived above. First calculate $(a+b)^2$ which equals $49$, then substitute into the formula for $a^2 - ab + b^2$. Finally, multiply by $(a+b)$. "", ""mathematical_explanation"": ""$(a+b)^2 = 7^2 = 49$ \n$a^2 - ab + b^2 = 49 - 3 \\times 10 = 49 - 30 = 19$\nTherefore, $a^3 + b^3 = (a+b)(a^2 - ab + b^2) = 7 \\times 19 = 133$.""}], ""final_answer"": ""133"", ""answers"": [{""answers"": ""133"", ""isCorrect"": true}, {""answers"": ""85"", ""isCorrect"": false}, {""answers"": ""119"", ""isCorrect"": false}, {""answers"": ""161"", ""isCorrect"": false}], ""hint"": ""Use the identity $a^3 + b^3 = (a+b)(a^2 - ab + b^2)$ and substitute the given values $a+b=7$ and $ab=10$."", ""keywords"": [""identity"", ""expression"", ""substitution"", ""calculation""]}",,,75,10,25,46.25
cd18365e-59e8-4855-ba4c-42fb2cb214c3,d47d20f5-077b-4fe7-adf7-a369c3b829ce,Suppose $p - q = 3$ and $pq = 10$. Calculate the value of $p^2 + q^2$,Algebra,Algebraic Identities,Algebraic Identities-1,"{""question"": ""Suppose $p - q = 3$ and $pq = 10$. Calculate the value of $p^2 + q^2$"", ""steps"": [{""explanation"": ""To find the value of $p^2 + q^2$, we can use an algebraic identity that relates this expression to the given information about $p-q$ and $pq$. We know from algebra that $(p+q)^2 = p^2 + 2pq + q^2$."", ""mathematical_explanation"": ""\\((p+q)^2 = p^2 + 2pq + q^2\\)""}, {""explanation"": ""However, since we do not have the direct value for $(p+q)$ but rather for $(p-q)$, let's modify our approach slightly. We aim to express $p^2 + q^2$ using what we already know: $p - q = 3$ and $pq = 10$. The key is to recall another useful formula which states that $p^2 + q^2 = (p-q)^2 + 2pq$. This allows us to substitute directly into our equation with known values."", ""mathematical_explanation"": ""\\(p^2 + q^2 = (p-q)^2 + 2pq\\)""}, {""explanation"": ""Substitute the provided values into the equation: $(p-q) = 3$ and $pq = 10$."", ""mathematical_explanation"": ""\\(p^2 + q^2 = 3^2 + 2 \\cdot 10\\)""}, {""explanation"": ""Calculate the result:"", ""mathematical_explanation"": ""\\(p^2 + q^2 = 9 + 20 = 29\\)""}], ""final_answer"": ""29"", ""answers"": [{""answers"": ""$29$"", ""isCorrect"": true}, {""answers"": ""$25$"", ""isCorrect"": false}, {""answers"": ""$30$"", ""isCorrect"": false}, {""answers"": ""$27$"", ""isCorrect"": false}], ""hint"": ""Use the identity $p^2 + q^2 = (p-q)^2 + 2pq$ with the given values."", ""keywords"": [""algebra"", ""identity"", ""formula"", ""substitution"", ""calculation""]}",,,60,10,5,33.75
33cb3a06-d081-42f0-b0d3-a1c25fa69a90,9b92353d-f450-43c9-a1e0-c79ae8df05a8,"Given $m + n = 9$ and $mn = 14$, find the value of $m^3 + n^3$.",Algebra,Algebraic Identities,Algebraic Identities-1,"{""question"": ""Given $m + n = 9$ and $mn = 14$, find the value of $m^3 + n^3$."", ""steps"": [{""explanation"": ""To solve for $m^3 + n^3$, we can use an identity that relates sums and products of cubes to the sum and product of two numbers."", ""mathematical_explanation"": ""$m^3 + n^3 = (m+n)(m^2 - mn + n^2)$""}, {""explanation"": ""We already know from the problem statement that $m + n = 9$ and $mn = 14$. We need to express $m^2 - mn + n^2$ in terms of these known values."", ""mathematical_explanation"": ""Since $m^2 - mn + n^2 = m^2 + 2mn + n^2 - 3mn = (m+n)^2 - 3mn$, substituting the given values yields $(m+n)^2 - 3mn = 9^2 - 3\\cdot14$.""}, {""explanation"": ""Now calculate the expression using the substituted values."", ""mathematical_explanation"": ""Thus, $(m+n)^2 - 3mn = 81 - 42 = 39$.""}, {""explanation"": ""Finally, substitute back into our original formula for $m^3 + n^3$."", ""mathematical_explanation"": ""Therefore, $m^3 + n^3 = (m+n)((m+n)^2-3mn) = 9 \\times 39 = 351$.""}], ""final_answer"": ""351"", ""answers"": [{""answers"": ""351"", ""isCorrect"": true}, {""answers"": ""171"", ""isCorrect"": false}, {""answers"": ""200"", ""isCorrect"": false}, {""answers"": ""360"", ""isCorrect"": false}], ""hint"": ""Use the identity $m^3 + n^3 = (m+n)(m^2 - mn + n^2)$ and substitute the known values of $m+n$ and $mn$ to find $m^3 + n^3$."", ""keywords"": [""identity"", ""cubes"", ""sum"", ""product"", ""substitution""]}",,,70,10,30,45.0
832367fb-4eba-46ae-bbe7-8d28f68576b1,9c713007-0377-4ce6-a2b6-24d0456c2242,"Given that $x - \frac{1}{x} = 5$, find the value of $x^2 + \frac{1}{x^2}$",Algebra,Algebraic Identities,Algebraic Identities-1,"{""question"": ""Given that $x - \\frac{1}{x} = 5$, find the value of $x^2 + \\frac{1}{x^2}$"", ""steps"": [{""explanation"": ""To solve for $x^2 + \\frac{1}{x^2}$ given that $x - \\frac{1}{x} = 5$, we can use algebraic manipulation."", ""mathematical_explanation"": ""$\\text{Given: } x - \\frac{1}{x} = 5$\\\\\n\nWe know that $(x - \\frac{1}{x})^2 = x^2 - 2\\cdot x \\cdot \\frac{1}{x} + \\frac{1}{x^2} = x^2 - 2 + \\frac{1}{x^2}$. Therefore, squaring both sides of the equation gives us:\\\\$\n(x - \\frac{1}{x})^2 = 5^2$\\\\\n$x^2 - 2 + \\frac{1}{x^2} = 25$\\\\\n$x^2 + \\frac{1}{x^2} = 27$.""}], ""final_answer"": ""27"", ""answers"": [{""answers"": ""$27$"", ""isCorrect"": true}, {""answers"": ""$10$"", ""isCorrect"": false}, {""answers"": ""$25$"", ""isCorrect"": false}, {""answers"": ""$12$"", ""isCorrect"": false}], ""hint"": ""Square the given equation to find a relationship that includes $x^2 + \\frac{1}{x^2}$."", ""keywords"": [""algebra"", ""equation solving"", ""manipulation""]}",,,60,10,10,35.0
0eadb79c-f9fd-4e8a-b6db-050af44c9633,073c8a3b-b24d-4788-9f76-8244cb6a8e88,"Suppose $m+n+o=12$ and $mn+no+om=36$, calculate the value of $m^3+n^3+o^3-3mno$",Algebra,Algebraic Identities,Algebraic Identities-1,"{""question"": ""Suppose $m+n+o=12$ and $mn+no+om=36$, calculate the value of $m^3+n^3+o^3-3mno$"", ""steps"": [{""explanation"": ""To solve this problem, we will use an identity related to the sum of cubes minus three times the product of the variables."", ""mathematical_explanation"": ""$m^3 + n^3 + o^3 - 3mno = (m+n+o)(m^2 + n^2 + o^2 - mn - no - om)$""}, {""explanation"": ""We already know that $m+n+o=12$. We need to find $m^2 + n^2 + o^2 - mn - no - om$. Using another identity, we can express $m^2 + n^2 + o^2$ in terms of known values."", ""mathematical_explanation"": ""$m^2 + n^2 + o^2 = (m+n+o)^2 - 2(mn + no + om) = 12^2 - 2\\times36 = 144 - 72 = 72$.""}, {""explanation"": ""Now, substituting back into our original equation for $m^3 + n^3 + o^3 - 3mno$, we get:"", ""mathematical_explanation"": ""$(m+n+o)((m^2 + n^2 + o^2) - (mn + no + om)) = 12(72 - 36) = 12 \\times 36 = 432$.""}], ""final_answer"": ""432"", ""answers"": [{""answers"": ""$432$"", ""isCorrect"": true}, {""answers"": ""$288$"", ""isCorrect"": false}, {""answers"": ""$504$"", ""isCorrect"": false}, {""answers"": ""$360$"", ""isCorrect"": false}], ""hint"": ""Use the identity $m^3 + n^3 + o^3 - 3mno = (m+n+o)(m^2 + n^2 + o^2 - mn - no - om)$ and substitute $m+n+o=12$ and calculate $m^2 + n^2 + o^2 - mn - no - om$."", ""keywords"": [""identity"", ""sum of cubes"", ""product of variables"", ""substitution""]}",,,75,5,35,47.5
149ee3a5-6099-4971-9c9d-e63628f02968,a1eb038c-5610-4e51-ad51-3881489b59b2,"Evaluate the expression $x^2 + y^2 + z^2 - 2xy - 2yz + 2zx$ for $x=6$, $y=4$, and $z=2$.",Algebra,Algebraic Identities,Algebraic Identities-1,"{""question"": ""Evaluate the expression $x^2 + y^2 + z^2 - 2xy - 2yz + 2zx$ for $x=6$, $y=4$, and $z=2$."", ""steps"": [{""explanation"": ""First, substitute the given values into the expression."", ""mathematical_explanation"": ""$x = 6$, $y = 4$, $z = 2$. Therefore, we have $6^2 + 4^2 + 2^2 - 2\\cdot6\\cdot4 - 2\\cdot4\\cdot2 + 2\\cdot6\\cdot2$.""}, {""explanation"": ""Calculate each term individually."", ""mathematical_explanation"": ""$36 + 16 + 4 - 48 - 16 + 24$""}, {""explanation"": ""Simplify the expression to find the result."", ""mathematical_explanation"": ""$36 + 16 + 4 - 48 - 16 + 24 = 16$""}], ""final_answer"": ""16"", ""answers"": [{""answers"": ""16"", ""isCorrect"": true}, {""answers"": ""20"", ""isCorrect"": false}, {""answers"": ""12"", ""isCorrect"": false}, {""answers"": ""8"", ""isCorrect"": false}], ""hint"": ""Start by substituting the provided values of x, y, and z into the equation."", ""keywords"": [""substitution"", ""calculation"", ""simplification""]}",,,15,5,30,16.25
126b9259-62d9-4510-8136-e02ec0e5dc23,94f7e82a-c211-400e-a4a0-b169cd9aa09f,"Given $x+y=12$ and $xy=35$, determine the value of $x^2+y^2$.",Algebra,Algebraic Identities,Algebraic Identities-1,"{""question"": ""Given $x+y=12$ and $xy=35$, determine the value of $x^2+y^2$."", ""steps"": [{""explanation"": ""To find the value of $x^2 + y^2$, we can use an identity that relates this expression to the sum and product of x and y."", ""mathematical_explanation"": ""\\text{We know that } x^2 + y^2 = (x + y)^2 - 2xy.""}, {""explanation"": ""Substitute the given values into the identity: $x + y = 12$ and $xy = 35$. We then have all necessary information to calculate $x^2 + y^2$."", ""mathematical_explanation"": ""\\begin{aligned} x^2 + y^2 &= (x + y)^2 - 2xy \\\\ &= 12^2 - 2 \\cdot 35 \\\\ &= 144 - 70 \\\\ &= 74. \\end{aligned}""}], ""final_answer"": ""74"", ""answers"": [{""answers"": ""74"", ""isCorrect"": true}, {""answers"": ""68"", ""isCorrect"": false}, {""answers"": ""90"", ""isCorrect"": false}, {""answers"": ""82"", ""isCorrect"": false}], ""hint"": ""Use the identity $x^2 + y^2 = (x + y)^2 - 2xy$ with the given values of $x + y$ and $xy$."", ""keywords"": [""identity"", ""sum"", ""product"", ""square""]}",,,60,10,5,33.75
a30d3c1e-3d6f-4d5c-b533-a2c5c5a62dc3,aae162ec-b9c4-4e4e-9bca-b01c0b8616ca,$$\left(a^2 + b^2\right)^2 - 4a^2b^2$$,Algebra,Algebraic Identities,Algebraic Identities-1,"{""question"": ""$$\\left(a^2 + b^2\\right)^2 - 4a^2b^2$$"", ""steps"": [{""explanation"": ""We start with the given expression and aim to simplify it."", ""mathematical_explanation"": ""\\(\\left(a^2 + b^2\\right)^2 - 4a^2b^2\\)""}, {""explanation"": ""Recognize that the expression can be simplified using algebraic identities or directly expanded and then simplified."", ""mathematical_explanation"": ""\\(= (a^2 + b^2)^2 - (2ab)^2\\)""}, {""explanation"": ""Notice that this is a difference of squares: \\((x^2 - y^2) = (x+y)(x-y)\\), where in our case \\(x = a^2 + b^2\\) and \\(y = 2ab\\)."", ""mathematical_explanation"": ""\\(= ((a^2 + b^2) + 2ab)((a^2 + b^2) - 2ab)\\)""}, {""explanation"": ""Simplify each factor separately:"", ""mathematical_explanation"": ""\\(= (a^2 + 2ab + b^2)(a^2 - 2ab + b^2)\\)""}, {""explanation"": ""Recognize that both factors are perfect squares: \\((a+b)^2\\) and \\((a-b)^2\\)."", ""mathematical_explanation"": ""\\(= (a+b)^2(a-b)^2\\)""}], ""final_answer"": ""(a+b)^2(a-b)^2"", ""answers"": [{""answers"": ""(a+b)^2(a-b)^2"", ""isCorrect"": true}, {""answers"": ""a^4 + 2a^2b^2 + b^4"", ""isCorrect"": false}, {""answers"": ""a^4 - 6a^2b^2 + b^4"", ""isCorrect"": false}, {""answers"": ""2(a^2 + b^2)"", ""isCorrect"": false}], ""hint"": ""Identify the difference of squares pattern in the expression."", ""keywords"": [""simplification"", ""difference_of_squares"", ""perfect_squares""]}",,,70,5,20,41.25
25b7a5f2-4964-4ea6-95e4-4a85116daea2,b8eb07cd-7fac-4190-b209-b4311847d780,"Given the expression $9x^2 + 4y^2 + z^2 - 12xy - 4yz + 6xz$, determine its value when $x=2$, $y=1$, and $z=3$.",Algebra,Algebraic Identities,Algebraic Identities-1,"{""question"": ""Given the expression $9x^2 + 4y^2 + z^2 - 12xy - 4yz + 6xz$, determine its value when $x=2$, $y=1$, and $z=3$."", ""steps"": [{""explanation"": ""First, substitute the given values of x, y, and z into the expression."", ""mathematical_explanation"": ""$9(2)^2 + 4(1)^2 + (3)^2 - 12(2)(1) - 4(1)(3) + 6(2)(3)$""}, {""explanation"": ""Calculate each term individually after substitution."", ""mathematical_explanation"": ""$9\\cdot4 + 4\\cdot1 + 9 - 12\\cdot2 - 4\\cdot3 + 6\\cdot6 = 36 + 4 + 9 - 24 - 12 + 36$""}, {""explanation"": ""Add and subtract these calculated terms to find the final result."", ""mathematical_explanation"": ""$36 + 4 + 9 - 24 - 12 + 36 = 59$""}], ""final_answer"": ""59"", ""answers"": [{""answers"": ""59"", ""isCorrect"": true}, {""answers"": ""40"", ""isCorrect"": false}, {""answers"": ""60"", ""isCorrect"": false}, {""answers"": ""58"", ""isCorrect"": false}], ""hint"": ""Substitute the values of x=2, y=1, and z=3 into the expression and then calculate each term separately."", ""keywords"": [""substitution"", ""calculation"", ""addition"", ""subtraction"", ""expression"", ""evaluation""]}",,,15,5,35,17.5
dc7fd98d-6c7b-4fd9-b45f-7389943eadfa,9ea40fd5-c369-4201-b4a8-6e3805f14f47,"Suppose $b + \frac{1}{b} = 4$, find the value of $b^3 + \frac{1}{b^3}$.",Algebra,Algebraic Identities,Algebraic Identities-1,"{""question"": ""Suppose $b + \\frac{1}{b} = 4$, find the value of $b^3 + \\frac{1}{b^3}$."", ""steps"": [{""explanation"": ""To solve for $b^3 + \\frac{1}{b^3}$ given that $b + \\frac{1}{b} = 4$, we can use algebraic identities to express higher powers in terms of lower ones."", ""mathematical_explanation"": ""$\\text{Given: } b + \\frac{1}{b} = 4$\\\\\nWe know that $(b + \\frac{1}{b})^2 = b^2 + 2 + \\frac{1}{b^2}$. So, let's square both sides of the given equation and then rearrange it to find $b^2 + \\frac{1}{b^2}.$""}, {""explanation"": ""Firstly, we calculate $b^2 + \\frac{1}{b^2}$ using the squared form of the initial equation."", ""mathematical_explanation"": ""$(b + \\frac{1}{b})^2 = 4^2 = 16$\\\\\n$b^2 + 2 + \\frac{1}{b^2} = 16$\\\\\n$b^2 + \\frac{1}{b^2} = 14$""}, {""explanation"": ""Next, we need an expression for $b^3 + \\frac{1}{b^3}$. We will use another identity which is $b^3 + \\frac{1}{b^3} = (b + \\frac{1}{b})(b^2 - 1 + \\frac{1}{b^2})$"", ""mathematical_explanation"": ""$b^3 + \\frac{1}{b^3} = (b + \\frac{1}{b})(b^2 - 1 + \\frac{1}{b^2})$""}, {""explanation"": ""Substituting known values into this formula gives us the desired result."", ""mathematical_explanation"": ""$b^3 + \\frac{1}{b^3} = (4)(14 - 1) = 4 \\times 13 = 52$""}], ""final_answer"": ""52"", ""answers"": [{""answers"": ""52"", ""isCorrect"": true}, {""answers"": ""48"", ""isCorrect"": false}, {""answers"": ""60"", ""isCorrect"": false}, {""answers"": ""56"", ""isCorrect"": false}], ""hint"": ""Use the identity $(b + \\frac{1}{b})(b^2 - 1 + \\frac{1}{b^2})$ after finding $b^2 + \\frac{1}{b^2} = 14$."", ""keywords"": [""solve"", ""b^3 + 1/b^3"", ""given"", ""b + 1/b = 4"", ""algebraic identities"", ""squared form"", ""expression"", ""substitute""]}",,,75,10,25,46.25
d353576f-db6a-415e-a84e-e096c522becb,63a89659-0225-4f09-b792-7c21ec8208fa,"Given that $a + b = 5$ and $ab = 6$, find the value of $a^2 + b^2$",Algebra,Algebraic Identities,Algebraic Identities-1,"{""question"": ""Given that $a + b = 5$ and $ab = 6$, find the value of $a^2 + b^2$"", ""steps"": [{""explanation"": ""To find the value of $a^2 + b^2$, we can use an algebraic identity that relates it to the sum and product of $a$ and $b$. We know from the problem statement that $a+b=5$ and $ab=6$. The formula for $a^2 + b^2$ in terms of $a+b$ and $ab$ is given by $(a+b)^2 - 2ab$. This formula comes from expanding $(a+b)^2$ which gives $a^2 + 2ab + b^2$."", ""mathematical_explanation"": ""$$(a+b)^2 = a^2 + 2ab + b^2 \\implies a^2 + b^2 = (a+b)^2 - 2ab$$""}, {""explanation"": ""Now we substitute the known values into our equation: $a+b=5$ and $ab=6$. So, we have $(5)^2 - 2(6)$, which simplifies to $25 - 12$. Therefore, the value of $a^2 + b^2$ is $13$."", ""mathematical_explanation"": ""$$a^2 + b^2 = (5)^2 - 2(6) = 25 - 12 = 13$$""}], ""final_answer"": ""13"", ""answers"": [{""answers"": ""13"", ""isCorrect"": true}, {""answers"": ""7"", ""isCorrect"": false}, {""answers"": ""19"", ""isCorrect"": false}, {""answers"": ""8"", ""isCorrect"": false}], ""hint"": ""Use the identity $(a+b)^2 - 2ab$ to find $a^2 + b^2$ given $a+b=5$ and $ab=6$. "", ""keywords"": [""identity"", ""algebra"", ""sum"", ""product"", ""squares""]}",,,60,10,5,33.75
51a53b99-de75-4e9c-9b35-310d1e64997d,e4819994-3df3-42eb-9206-5c8f5ae69879,"Given that $a + b = 10$ and $a^2 + b^2 = 58$, find the value of $ab$.",Algebra,Algebraic Identities,Algebraic Identities-1,"{""question"": ""Given that $a + b = 10$ and $a^2 + b^2 = 58$, find the value of $ab$."", ""steps"": [{""explanation"": ""To solve for ab given the equations a + b = 10 and a^2 + b^2 = 58, we can use algebraic identities to express one equation in terms of the other."", ""mathematical_explanation"": ""\\text{We start with the identity:} \\ (a+b)^2 = a^2 + 2ab + b^2 \\ \\text{and substitute the known values.}""}, {""explanation"": ""Substitute the given values into the expanded form of $(a + b)^2$. This will allow us to isolate $ab$."", ""mathematical_explanation"": ""(10)^2 = 58 + 2ab""}, {""explanation"": ""Solve the resulting equation for $ab$. Simplify the equation first to get it into a solvable form."", ""mathematical_explanation"": ""100 = 58 + 2ab \\\\ 42 = 2ab \\\\ ab = 21""}], ""final_answer"": ""21"", ""answers"": [{""answers"": ""21"", ""isCorrect"": true}, {""answers"": ""20"", ""isCorrect"": false}, {""answers"": ""19"", ""isCorrect"": false}, {""answers"": ""22"", ""isCorrect"": false}], ""hint"": ""Use the identity \\\\( (a+b)^2 = a^2 + 2ab + b^2 \\\\) and substitute the known values to find \\\\(ab\\\\)."", ""keywords"": [""identity"", ""substitution"", ""solve"", ""equation"", ""simplify""]}",,,55,10,10,32.5
3137fc68-71de-4089-a790-50f14058357a,d71f80d2-51bb-4187-9c71-dc8ef4545930,"Simplify the expression $a^2 + b^2 + c^2 + 2ab + 2bc + 2ca$ and find its value when $a=5$, $b=3$, and $c=2$.",Algebra,Algebraic Identities,Algebraic Identities-1,"{""question"": ""Simplify the expression $a^2 + b^2 + c^2 + 2ab + 2bc + 2ca$ and find its value when $a=5$, $b=3$, and $c=2$."", ""steps"": [{""explanation"": ""The given expression can be simplified by recognizing that it represents an expanded form of a squared binomial."", ""mathematical_explanation"": ""\\(a^2 + b^2 + c^2 + 2ab + 2bc + 2ca = (a+b+c)^2\\)""}, {""explanation"": ""Now we substitute the values for \\(a\\), \\(b\\), and \\(c\\) into the simplified expression to find its value."", ""mathematical_explanation"": ""(5+3+2)^2""}, {""explanation"": ""Calculate the sum inside the parentheses first: \\(5+3+2=10\\)."", ""mathematical_explanation"": ""10^2""}, {""explanation"": ""Finally, square the result to get the final answer."", ""mathematical_explanation"": ""100""}], ""final_answer"": ""100"", ""answers"": [{""answers"": ""$100$"", ""isCorrect"": true}, {""answers"": ""$68$"", ""isCorrect"": false}, {""answers"": ""$70$"", ""isCorrect"": false}, {""answers"": ""$98$"", ""isCorrect"": false}], ""hint"": ""Recognize the pattern as a squared trinomial and simplify before substituting the numbers."", ""keywords"": [""simplified expression"", ""expanded form"", ""squared binomial"", ""substitution"", ""calculation""]}",,,65,10,15,38.75
8759e108-9787-42c6-a88e-be74f873a6f5,b86e994b-8927-4037-b543-5740cd28e86c,"If $x + \frac{1}{x} = 5$, then find the value of $x^2 + \frac{1}{x^2}$.",Algebra,Algebraic Identities,Algebraic Identities-1,"{""question"": ""If $x + \\frac{1}{x} = 5$, then find the value of $x^2 + \\frac{1}{x^2}$."", ""steps"": [{""explanation"": ""To find the value of $x^2 + \\frac{1}{x^2}$ given that $x + \\frac{1}{x} = 5$, we can use algebraic manipulation."", ""mathematical_explanation"": ""\\(\\left(x + \\frac{1}{x}\\right)^2 = x^2 + 2 + \\frac{1}{x^2}\\)""}, {""explanation"": ""Square both sides of the initial equation to introduce the term $x^2 + \\frac{1}{x^2}$ into our equation."", ""mathematical_explanation"": ""\\(\\left(5\\right)^2 = x^2 + 2 + \\frac{1}{x^2}\\)""}, {""explanation"": ""Simplify the left side and rearrange the right side to isolate $x^2 + \\frac{1}{x^2}$."", ""mathematical_explanation"": ""\\(25 = x^2 + 2 + \\frac{1}{x^2} \\Rightarrow 23 = x^2 + \\frac{1}{x^2}\\)""}], ""final_answer"": ""23"", ""answers"": [{""answers"": ""$23$"", ""isCorrect"": true}, {""answers"": ""$10$"", ""isCorrect"": false}, {""answers"": ""$25$"", ""isCorrect"": false}, {""answers"": ""$5$"", ""isCorrect"": false}], ""hint"": ""Start by squaring the given equation to create an expression that includes the desired terms."", ""keywords"": [""algebra"", ""manipulation"", ""equation"", ""square"", ""isolate""]}",,,60,10,5,33.75
a4d2dd2c-c498-4fa2-8c9e-4f400867cad5,a84f6646-22d4-45bc-883e-75ac77af7ce4,"Suppose $a + b + c = 10$ and $ab + bc + ca = 20$, calculate $a^3 + b^3 + c^3 - 3abc$",Algebra,Algebraic Identities,Algebraic Identities-1,"{""question"": ""Suppose $a + b + c = 10$ and $ab + bc + ca = 20$, calculate $a^3 + b^3 + c^3 - 3abc$"", ""steps"": [{""explanation"": ""To solve this problem, we will use an algebraic identity that relates sums of cubes to the sum and product of numbers."", ""mathematical_explanation"": ""\\[a^3 + b^3 + c^3 - 3abc = (a+b+c)(a^2 + b^2 + c^2 - ab - bc - ca)\\]""}, {""explanation"": ""Firstly, we need to find the value of \\(a^2 + b^2 + c^2\\). We can do this using another algebraic identity involving squares."", ""mathematical_explanation"": ""\\[(a+b+c)^2 = a^2 + b^2 + c^2 + 2(ab + bc + ca)\\]""}, {""explanation"": ""Given \\(a + b + c = 10\\), substitute into the equation above to find \\(a^2 + b^2 + c^2\\)."", ""mathematical_explanation"": ""\\[10^2 = a^2 + b^2 + c^2 + 2 \\times 20\\] \n\\[100 = a^2 + b^2 + c^2 + 40\\] \n\\[a^2 + b^2 + c^2 = 60\\]""}, {""explanation"": ""Now that we have \\(a^2 + b^2 + c^2 = 60\\), we can continue with our original expression for \\(a^3 + b^3 + c^3 - 3abc\\)."", ""mathematical_explanation"": ""\\[a^2 + b^2 + c^2 - ab - bc - ca = 60 - 20 = 40\\]""}, {""explanation"": ""Substitute the values back into the formula: \\((a+b+c)\\) is given as 10, so we multiply it by what we found in the previous step."", ""mathematical_explanation"": ""\\[a^3 + b^3 + c^3 - 3abc = (a+b+c)(a^2 + b^2 + c^2 - ab - bc - ca) = 10 \\times 40 = 400\\]""}], ""final_answer"": ""400"", ""answers"": [{""answers"": ""400"", ""isCorrect"": true}, {""answers"": ""380"", ""isCorrect"": false}, {""answers"": ""500"", ""isCorrect"": false}, {""answers"": ""200"", ""isCorrect"": false}], ""hint"": ""Use the identity \\(a^3 + b^3 + c^3 - 3abc = (a+b+c)(a^2 + b^2 + c^2 - ab - bc - ca)\\) after finding \\(a^2 + b^2 + c^2\\) from \\((a+b+c)^2 = a^2 + b^2 + c^2 + 2(ab + bc + ca)\\)."", ""keywords"": [""algebra"", ""identity"", ""sums_of_cubes"", ""sum_and_product"", ""equations""]}",,,75,10,25,46.25
